EntityID,FlagID,Evidence
1992,F7,FININT: Entity 1992 is linked to flag market division in data sources on money transactions
2214,F1,OSINT: Entity 2214 is linked to flag fined in open data sources
2356,F8,FININT: Entity 2356 is linked to flag bid rigging in data sources on money transactions
2454,F9,FININT: Entity 2454 is linked to flag price fixing in data sources on money transactions
2638,F7,FININT: Entity 2638 is linked to flag market division in data sources on money transactions
2771,F3,OSINT: Entity 2771 is linked to flag litigated in open data sources
2812,F3,OSINT: Entity 2812 is linked to flag litigated in open data sources
2837,F6,OSINT: Entity 2837 is linked to flag politically-exposed person in open data sources
2862,F4,DNINT: Entity 2862 is linked to flag front person in digital network intelligence data
3112,F6,OSINT: Entity 3112 is linked to flag politically-exposed person in open data sources
3122,F6,OSINT: Entity 3122 is linked to flag politically-exposed person in open data sources
3122,F8,FININT: Entity 3122 is linked to flag bid rigging in data sources on money transactions
3149,F4,DNINT: Entity 3149 is linked to flag front person in digital network intelligence data
3160,F2,OSINT: Entity 3160 is linked to flag sanctioned in open data sources
3238,F8,FININT: Entity 3238 is linked to flag bid rigging in data sources on money transactions
3352,F4,DNINT: Entity 3352 is linked to flag front person in digital network intelligence data
3352,F9,FININT: Entity 3352 is linked to flag price fixing in data sources on money transactions
3406,F6,OSINT: Entity 3406 is linked to flag politically-exposed person in open data sources
3406,F1,OSINT: Entity 3406 is linked to flag fined in open data sources
3458,F1,OSINT: Entity 3458 is linked to flag fined in open data sources
3663,F3,OSINT: Entity 3663 is linked to flag litigated in open data sources
3823,F4,DNINT: Entity 3823 is linked to flag front person in digital network intelligence data
3908,F7,FININT: Entity 3908 is linked to flag market division in data sources on money transactions
3948,F8,FININT: Entity 3948 is linked to flag bid rigging in data sources on money transactions
1390,F1,OSINT: Entity 1390 is linked to flag fined in open data sources
1406,F6,OSINT: Entity 1406 is linked to flag politically-exposed person in open data sources
1564,F1,OSINT: Entity 1564 is linked to flag fined in open data sources
1584,F3,OSINT: Entity 1584 is linked to flag litigated in open data sources
1757,F7,FININT: Entity 1757 is linked to flag market division in data sources on money transactions
1789,F1,OSINT: Entity 1789 is linked to flag fined in open data sources
1869,F9,FININT: Entity 1869 is linked to flag price fixing in data sources on money transactions
1893,F3,OSINT: Entity 1893 is linked to flag litigated in open data sources
1954,F3,OSINT: Entity 1954 is linked to flag litigated in open data sources
1954,F4,DNINT: Entity 1954 is linked to flag front person in digital network intelligence data
1956,F3,OSINT: Entity 1956 is linked to flag litigated in open data sources
2015,F3,OSINT: Entity 2015 is linked to flag litigated in open data sources
2018,F5,OSINT: Entity 2018 is linked to flag convicted criminal in open data sources
2037,F8,FININT: Entity 2037 is linked to flag bid rigging in data sources on money transactions
2134,F2,OSINT: Entity 2134 is linked to flag sanctioned in open data sources
2189,F5,OSINT: Entity 2189 is linked to flag convicted criminal in open data sources
2204,F7,FININT: Entity 2204 is linked to flag market division in data sources on money transactions
2246,F2,OSINT: Entity 2246 is linked to flag sanctioned in open data sources
2273,F1,OSINT: Entity 2273 is linked to flag fined in open data sources
2330,F1,OSINT: Entity 2330 is linked to flag fined in open data sources
2704,F8,FININT: Entity 2704 is linked to flag bid rigging in data sources on money transactions
2813,F5,OSINT: Entity 2813 is linked to flag convicted criminal in open data sources
2817,F1,OSINT: Entity 2817 is linked to flag fined in open data sources
2846,F8,FININT: Entity 2846 is linked to flag bid rigging in data sources on money transactions
2857,F1,OSINT: Entity 2857 is linked to flag fined in open data sources
2915,F7,FININT: Entity 2915 is linked to flag market division in data sources on money transactions
3001,F9,FININT: Entity 3001 is linked to flag price fixing in data sources on money transactions
3238,F6,OSINT: Entity 3238 is linked to flag politically-exposed person in open data sources
3246,F7,FININT: Entity 3246 is linked to flag market division in data sources on money transactions
3299,F3,OSINT: Entity 3299 is linked to flag litigated in open data sources
3357,F7,FININT: Entity 3357 is linked to flag market division in data sources on money transactions
3494,F8,FININT: Entity 3494 is linked to flag bid rigging in data sources on money transactions
3566,F9,FININT: Entity 3566 is linked to flag price fixing in data sources on money transactions
3605,F3,OSINT: Entity 3605 is linked to flag litigated in open data sources
3856,F9,FININT: Entity 3856 is linked to flag price fixing in data sources on money transactions
3949,F5,OSINT: Entity 3949 is linked to flag convicted criminal in open data sources
1294,F6,OSINT: Entity 1294 is linked to flag politically-exposed person in open data sources
1451,F4,DNINT: Entity 1451 is linked to flag front person in digital network intelligence data
1540,F7,FININT: Entity 1540 is linked to flag market division in data sources on money transactions
1558,F1,OSINT: Entity 1558 is linked to flag fined in open data sources
1570,F7,FININT: Entity 1570 is linked to flag market division in data sources on money transactions
1689,F1,OSINT: Entity 1689 is linked to flag fined in open data sources
1707,F6,OSINT: Entity 1707 is linked to flag politically-exposed person in open data sources
1808,F9,FININT: Entity 1808 is linked to flag price fixing in data sources on money transactions
1857,F1,OSINT: Entity 1857 is linked to flag fined in open data sources
1937,F8,FININT: Entity 1937 is linked to flag bid rigging in data sources on money transactions
2011,F1,OSINT: Entity 2011 is linked to flag fined in open data sources
2051,F6,OSINT: Entity 2051 is linked to flag politically-exposed person in open data sources
2109,F8,FININT: Entity 2109 is linked to flag bid rigging in data sources on money transactions
2182,F1,OSINT: Entity 2182 is linked to flag fined in open data sources
2250,F6,OSINT: Entity 2250 is linked to flag politically-exposed person in open data sources
2334,F5,OSINT: Entity 2334 is linked to flag convicted criminal in open data sources
2370,F7,FININT: Entity 2370 is linked to flag market division in data sources on money transactions
2513,F2,OSINT: Entity 2513 is linked to flag sanctioned in open data sources
2565,F7,FININT: Entity 2565 is linked to flag market division in data sources on money transactions
2574,F9,FININT: Entity 2574 is linked to flag price fixing in data sources on money transactions
2591,F1,OSINT: Entity 2591 is linked to flag fined in open data sources
2640,F2,OSINT: Entity 2640 is linked to flag sanctioned in open data sources
2640,F7,FININT: Entity 2640 is linked to flag market division in data sources on money transactions
2697,F2,OSINT: Entity 2697 is linked to flag sanctioned in open data sources
2709,F1,OSINT: Entity 2709 is linked to flag fined in open data sources
2750,F6,OSINT: Entity 2750 is linked to flag politically-exposed person in open data sources
2859,F2,OSINT: Entity 2859 is linked to flag sanctioned in open data sources
2872,F5,OSINT: Entity 2872 is linked to flag convicted criminal in open data sources
2931,F6,OSINT: Entity 2931 is linked to flag politically-exposed person in open data sources
2971,F5,OSINT: Entity 2971 is linked to flag convicted criminal in open data sources
3093,F8,FININT: Entity 3093 is linked to flag bid rigging in data sources on money transactions
3445,F7,FININT: Entity 3445 is linked to flag market division in data sources on money transactions
3614,F9,FININT: Entity 3614 is linked to flag price fixing in data sources on money transactions
3721,F6,OSINT: Entity 3721 is linked to flag politically-exposed person in open data sources
3722,F4,DNINT: Entity 3722 is linked to flag front person in digital network intelligence data
3746,F6,OSINT: Entity 3746 is linked to flag politically-exposed person in open data sources
3813,F6,OSINT: Entity 3813 is linked to flag politically-exposed person in open data sources
3856,F5,OSINT: Entity 3856 is linked to flag convicted criminal in open data sources
3894,F9,FININT: Entity 3894 is linked to flag price fixing in data sources on money transactions
3991,F3,OSINT: Entity 3991 is linked to flag litigated in open data sources
1314,F2,OSINT: Entity 1314 is linked to flag sanctioned in open data sources
1440,F4,DNINT: Entity 1440 is linked to flag front person in digital network intelligence data
1514,F2,OSINT: Entity 1514 is linked to flag sanctioned in open data sources
1528,F1,OSINT: Entity 1528 is linked to flag fined in open data sources
1654,F5,OSINT: Entity 1654 is linked to flag convicted criminal in open data sources
1667,F7,FININT: Entity 1667 is linked to flag market division in data sources on money transactions
1700,F4,DNINT: Entity 1700 is linked to flag front person in digital network intelligence data
1710,F4,DNINT: Entity 1710 is linked to flag front person in digital network intelligence data
1710,F5,OSINT: Entity 1710 is linked to flag convicted criminal in open data sources
1821,F6,OSINT: Entity 1821 is linked to flag politically-exposed person in open data sources
1824,F7,FININT: Entity 1824 is linked to flag market division in data sources on money transactions
1866,F4,DNINT: Entity 1866 is linked to flag front person in digital network intelligence data
1902,F6,OSINT: Entity 1902 is linked to flag politically-exposed person in open data sources
1932,F3,OSINT: Entity 1932 is linked to flag litigated in open data sources
1947,F1,OSINT: Entity 1947 is linked to flag fined in open data sources
2037,F6,OSINT: Entity 2037 is linked to flag politically-exposed person in open data sources
2191,F4,DNINT: Entity 2191 is linked to flag front person in digital network intelligence data
2423,F7,FININT: Entity 2423 is linked to flag market division in data sources on money transactions
2528,F1,OSINT: Entity 2528 is linked to flag fined in open data sources
2620,F6,OSINT: Entity 2620 is linked to flag politically-exposed person in open data sources
3023,F6,OSINT: Entity 3023 is linked to flag politically-exposed person in open data sources
3201,F1,OSINT: Entity 3201 is linked to flag fined in open data sources
3352,F7,FININT: Entity 3352 is linked to flag market division in data sources on money transactions
3379,F9,FININT: Entity 3379 is linked to flag price fixing in data sources on money transactions
3443,F6,OSINT: Entity 3443 is linked to flag politically-exposed person in open data sources
3486,F5,OSINT: Entity 3486 is linked to flag convicted criminal in open data sources
3721,F8,FININT: Entity 3721 is linked to flag bid rigging in data sources on money transactions
3832,F5,OSINT: Entity 3832 is linked to flag convicted criminal in open data sources
3954,F5,OSINT: Entity 3954 is linked to flag convicted criminal in open data sources
1645,F2,OSINT: Entity 1645 is linked to flag sanctioned in open data sources
1696,F9,FININT: Entity 1696 is linked to flag price fixing in data sources on money transactions
1700,F7,FININT: Entity 1700 is linked to flag market division in data sources on money transactions
1722,F5,OSINT: Entity 1722 is linked to flag convicted criminal in open data sources
1734,F8,FININT: Entity 1734 is linked to flag bid rigging in data sources on money transactions
1893,F8,FININT: Entity 1893 is linked to flag bid rigging in data sources on money transactions
1985,F1,OSINT: Entity 1985 is linked to flag fined in open data sources
2196,F1,OSINT: Entity 2196 is linked to flag fined in open data sources
2250,F7,FININT: Entity 2250 is linked to flag market division in data sources on money transactions
2384,F7,FININT: Entity 2384 is linked to flag market division in data sources on money transactions
2589,F5,OSINT: Entity 2589 is linked to flag convicted criminal in open data sources
2609,F9,FININT: Entity 2609 is linked to flag price fixing in data sources on money transactions
2624,F3,OSINT: Entity 2624 is linked to flag litigated in open data sources
2750,F8,FININT: Entity 2750 is linked to flag bid rigging in data sources on money transactions
2762,F6,OSINT: Entity 2762 is linked to flag politically-exposed person in open data sources
2771,F5,OSINT: Entity 2771 is linked to flag convicted criminal in open data sources
2847,F1,OSINT: Entity 2847 is linked to flag fined in open data sources
2871,F5,OSINT: Entity 2871 is linked to flag convicted criminal in open data sources
2971,F9,FININT: Entity 2971 is linked to flag price fixing in data sources on money transactions
3066,F1,OSINT: Entity 3066 is linked to flag fined in open data sources
3105,F4,DNINT: Entity 3105 is linked to flag front person in digital network intelligence data
3139,F8,FININT: Entity 3139 is linked to flag bid rigging in data sources on money transactions
3470,F4,DNINT: Entity 3470 is linked to flag front person in digital network intelligence data
3546,F3,OSINT: Entity 3546 is linked to flag litigated in open data sources
3638,F9,FININT: Entity 3638 is linked to flag price fixing in data sources on money transactions
3711,F6,OSINT: Entity 3711 is linked to flag politically-exposed person in open data sources
3759,F4,DNINT: Entity 3759 is linked to flag front person in digital network intelligence data
3759,F9,FININT: Entity 3759 is linked to flag price fixing in data sources on money transactions
3813,F1,OSINT: Entity 3813 is linked to flag fined in open data sources
3850,F9,FININT: Entity 3850 is linked to flag price fixing in data sources on money transactions
3949,F7,FININT: Entity 3949 is linked to flag market division in data sources on money transactions
1310,F4,DNINT: Entity 1310 is linked to flag front person in digital network intelligence data
1335,F4,DNINT: Entity 1335 is linked to flag front person in digital network intelligence data
1350,F5,OSINT: Entity 1350 is linked to flag convicted criminal in open data sources
1352,F1,OSINT: Entity 1352 is linked to flag fined in open data sources
1572,F1,OSINT: Entity 1572 is linked to flag fined in open data sources
1707,F8,FININT: Entity 1707 is linked to flag bid rigging in data sources on money transactions
1783,F4,DNINT: Entity 1783 is linked to flag front person in digital network intelligence data
2064,F8,FININT: Entity 2064 is linked to flag bid rigging in data sources on money transactions
2083,F1,OSINT: Entity 2083 is linked to flag fined in open data sources
2186,F9,FININT: Entity 2186 is linked to flag price fixing in data sources on money transactions
2191,F5,OSINT: Entity 2191 is linked to flag convicted criminal in open data sources
2193,F1,OSINT: Entity 2193 is linked to flag fined in open data sources
2229,F4,DNINT: Entity 2229 is linked to flag front person in digital network intelligence data
2292,F1,OSINT: Entity 2292 is linked to flag fined in open data sources
2379,F6,OSINT: Entity 2379 is linked to flag politically-exposed person in open data sources
2379,F4,DNINT: Entity 2379 is linked to flag front person in digital network intelligence data
2405,F9,FININT: Entity 2405 is linked to flag price fixing in data sources on money transactions
2474,F3,OSINT: Entity 2474 is linked to flag litigated in open data sources
2475,F7,FININT: Entity 2475 is linked to flag market division in data sources on money transactions
2580,F1,OSINT: Entity 2580 is linked to flag fined in open data sources
2624,F1,OSINT: Entity 2624 is linked to flag fined in open data sources
2757,F2,OSINT: Entity 2757 is linked to flag sanctioned in open data sources
2830,F9,FININT: Entity 2830 is linked to flag price fixing in data sources on money transactions
2906,F4,DNINT: Entity 2906 is linked to flag front person in digital network intelligence data
2941,F3,OSINT: Entity 2941 is linked to flag litigated in open data sources
2941,F2,OSINT: Entity 2941 is linked to flag sanctioned in open data sources
3004,F3,OSINT: Entity 3004 is linked to flag litigated in open data sources
3155,F3,OSINT: Entity 3155 is linked to flag litigated in open data sources
3159,F3,OSINT: Entity 3159 is linked to flag litigated in open data sources
3194,F1,OSINT: Entity 3194 is linked to flag fined in open data sources
3242,F3,OSINT: Entity 3242 is linked to flag litigated in open data sources
3390,F9,FININT: Entity 3390 is linked to flag price fixing in data sources on money transactions
3486,F2,OSINT: Entity 3486 is linked to flag sanctioned in open data sources
3552,F4,DNINT: Entity 3552 is linked to flag front person in digital network intelligence data
3566,F1,OSINT: Entity 3566 is linked to flag fined in open data sources
3589,F1,OSINT: Entity 3589 is linked to flag fined in open data sources
3590,F6,OSINT: Entity 3590 is linked to flag politically-exposed person in open data sources
3624,F6,OSINT: Entity 3624 is linked to flag politically-exposed person in open data sources
3647,F9,FININT: Entity 3647 is linked to flag price fixing in data sources on money transactions
3663,F4,DNINT: Entity 3663 is linked to flag front person in digital network intelligence data
3807,F6,OSINT: Entity 3807 is linked to flag politically-exposed person in open data sources
3843,F6,OSINT: Entity 3843 is linked to flag politically-exposed person in open data sources
3959,F8,FININT: Entity 3959 is linked to flag bid rigging in data sources on money transactions
3988,F8,FININT: Entity 3988 is linked to flag bid rigging in data sources on money transactions
3991,F5,OSINT: Entity 3991 is linked to flag convicted criminal in open data sources
1297,F7,FININT: Entity 1297 is linked to flag market division in data sources on money transactions
1373,F9,FININT: Entity 1373 is linked to flag price fixing in data sources on money transactions
1399,F7,FININT: Entity 1399 is linked to flag market division in data sources on money transactions
1451,F5,OSINT: Entity 1451 is linked to flag convicted criminal in open data sources
1453,F4,DNINT: Entity 1453 is linked to flag front person in digital network intelligence data
1592,F1,OSINT: Entity 1592 is linked to flag fined in open data sources
1696,F6,OSINT: Entity 1696 is linked to flag politically-exposed person in open data sources
1700,F8,FININT: Entity 1700 is linked to flag bid rigging in data sources on money transactions
1897,F9,FININT: Entity 1897 is linked to flag price fixing in data sources on money transactions
2109,F3,OSINT: Entity 2109 is linked to flag litigated in open data sources
2119,F4,DNINT: Entity 2119 is linked to flag front person in digital network intelligence data
2177,F8,FININT: Entity 2177 is linked to flag bid rigging in data sources on money transactions
2180,F5,OSINT: Entity 2180 is linked to flag convicted criminal in open data sources
2262,F2,OSINT: Entity 2262 is linked to flag sanctioned in open data sources
2403,F4,DNINT: Entity 2403 is linked to flag front person in digital network intelligence data
2414,F6,OSINT: Entity 2414 is linked to flag politically-exposed person in open data sources
2635,F9,FININT: Entity 2635 is linked to flag price fixing in data sources on money transactions
2757,F4,DNINT: Entity 2757 is linked to flag front person in digital network intelligence data
2793,F7,FININT: Entity 2793 is linked to flag market division in data sources on money transactions
2809,F2,OSINT: Entity 2809 is linked to flag sanctioned in open data sources
2821,F9,FININT: Entity 2821 is linked to flag price fixing in data sources on money transactions
2832,F9,FININT: Entity 2832 is linked to flag price fixing in data sources on money transactions
2941,F5,OSINT: Entity 2941 is linked to flag convicted criminal in open data sources
3009,F4,DNINT: Entity 3009 is linked to flag front person in digital network intelligence data
3091,F7,FININT: Entity 3091 is linked to flag market division in data sources on money transactions
3105,F3,OSINT: Entity 3105 is linked to flag litigated in open data sources
3298,F9,FININT: Entity 3298 is linked to flag price fixing in data sources on money transactions
3357,F6,OSINT: Entity 3357 is linked to flag politically-exposed person in open data sources
3580,F1,OSINT: Entity 3580 is linked to flag fined in open data sources
3607,F2,OSINT: Entity 3607 is linked to flag sanctioned in open data sources
3627,F4,DNINT: Entity 3627 is linked to flag front person in digital network intelligence data
3747,F9,FININT: Entity 3747 is linked to flag price fixing in data sources on money transactions
3842,F9,FININT: Entity 3842 is linked to flag price fixing in data sources on money transactions
3932,F3,OSINT: Entity 3932 is linked to flag litigated in open data sources
3976,F7,FININT: Entity 3976 is linked to flag market division in data sources on money transactions
1361,F7,FININT: Entity 1361 is linked to flag market division in data sources on money transactions
1402,F3,OSINT: Entity 1402 is linked to flag litigated in open data sources
1426,F1,OSINT: Entity 1426 is linked to flag fined in open data sources
1444,F4,DNINT: Entity 1444 is linked to flag front person in digital network intelligence data
1461,F5,OSINT: Entity 1461 is linked to flag convicted criminal in open data sources
1643,F4,DNINT: Entity 1643 is linked to flag front person in digital network intelligence data
1701,F4,DNINT: Entity 1701 is linked to flag front person in digital network intelligence data
1838,F7,FININT: Entity 1838 is linked to flag market division in data sources on money transactions
1854,F5,OSINT: Entity 1854 is linked to flag convicted criminal in open data sources
1872,F1,OSINT: Entity 1872 is linked to flag fined in open data sources
1883,F7,FININT: Entity 1883 is linked to flag market division in data sources on money transactions
2041,F9,FININT: Entity 2041 is linked to flag price fixing in data sources on money transactions
2094,F7,FININT: Entity 2094 is linked to flag market division in data sources on money transactions
2285,F8,FININT: Entity 2285 is linked to flag bid rigging in data sources on money transactions
2406,F3,OSINT: Entity 2406 is linked to flag litigated in open data sources
2444,F8,FININT: Entity 2444 is linked to flag bid rigging in data sources on money transactions
2558,F8,FININT: Entity 2558 is linked to flag bid rigging in data sources on money transactions
2713,F4,DNINT: Entity 2713 is linked to flag front person in digital network intelligence data
2750,F7,FININT: Entity 2750 is linked to flag market division in data sources on money transactions
2765,F3,OSINT: Entity 2765 is linked to flag litigated in open data sources
2819,F8,FININT: Entity 2819 is linked to flag bid rigging in data sources on money transactions
2906,F6,OSINT: Entity 2906 is linked to flag politically-exposed person in open data sources
